timestamp_utc,total_score,crash_probability_pct,regime,hedge_fund_trigger,trigger_reasons,narrative,crash_setup_level,crash_setup_reasons,crash_setup_missing,crash_setup_explanation,market_phase,market_phase_explanation,market_phase_drivers,bond_regime,bond_regime_explanation,bond_regime_drivers,trend_score,risk_trend,trend_explanation,indicator_count,vix_value,vix_status,vix_score,vix_detail,vol_regime_value,vol_regime_status,vol_regime_score,vol_regime_detail,credit_spread_value,credit_spread_status,credit_spread_score,credit_spread_detail,move_value,move_status,move_score,move_detail,yield_curve_2s10s_value,yield_curve_2s10s_status,yield_curve_2s10s_score,yield_curve_2s10s_detail,fed_balance_value,fed_balance_status,fed_balance_score,fed_balance_detail,global_liquidity_value,global_liquidity_status,global_liquidity_score,global_liquidity_detail,usd_index_value,usd_index_status,usd_index_score,usd_index_detail,hyg_value,hyg_status,hyg_score,hyg_detail,sp_breadth_value,sp_breadth_status,sp_breadth_score,sp_breadth_detail,nasdaq_value,nasdaq_status,nasdaq_score,nasdaq_detail
2026-03-09 07:59:33 UTC,12,58,HIGH RISK,False,HYG below 200d MA,"Er zijn meerdere betekenisvolle stress-signalen. De markt is kwetsbaar voor een scherpe correctie. Belangrijkste kernstress: VIX, HYG Trend. Verhoogde aandacht voor: Vol Regime Shift, Global Liquidity, USD Index, S&P Breadth, Nasdaq Trend.",EARLY,Credit-sensitive markets weakening | Volatility regime turning risk-off,No clear liquidity stress,"Early crash setup signal: volatility stress is visible and credit-sensitive markets are weakening, but broad credit stress is not yet confirmed.",Risk-off,"Investors are becoming more defensive. Volatility is rising and risk assets are weakening, but systemic crisis conditions are not yet confirmed.",volatility rising | credit-sensitive assets weakening | market breadth weakening | growth assets weakening | USD strength / tighter conditions,Bond Bullish,Government bonds may benefit from mild flight-to-safety demand while bond market volatility remains contained.,risk-off demand rising,,unavailable,No historical log available yet.,11,23.75,WARNING,2,23.75 | 5d change +27.5%,23.75,ELEVATED,1,"VIX 23.75 | MA20 19.96, MA50 17.69",3.0,OK,0,3.00% | 5d change -0.10 pp,81.26000213623047,OK,0,81.26 | 5d change +10.7%,0.56,OK,0,10Y 4.13% - 2Y 3.57% = +0.56 pp,6628894.0,OK,0,$6.63T | ~12w change +1.37%,0.8232449180704213,ELEVATED,1,Fed ~12w +1.37% | M2 ~6m -0.55%,99.29900360107422,ELEVATED,1,"99.30 | MA20 97.87, MA50 98.00, MA200 98.39",79.69000244140625,WARNING,3,"79.69 | MA20 80.67, MA50 80.80, MA200 80.50",0.294699414702285,ELEVATED,1,"RSP/SPY 0.2947 | MA20 0.2956, MA50 0.2896, MA200 0.2886",22387.6796875,ELEVATED,1,"22387.68 | MA20 22794.14, MA50 23189.87, MA200 22087.15"
2026-03-09 07:59:51 UTC,12,58,HIGH RISK,False,HYG below 200d MA,"Er zijn meerdere betekenisvolle stress-signalen. De markt is kwetsbaar voor een scherpe correctie. Belangrijkste kernstress: VIX, HYG Trend. Verhoogde aandacht voor: Vol Regime Shift, Global Liquidity, USD Index, S&P Breadth, Nasdaq Trend.",EARLY,Credit-sensitive markets weakening | Volatility regime turning risk-off,No clear liquidity stress,"Early crash setup signal: volatility stress is visible and credit-sensitive markets are weakening, but broad credit stress is not yet confirmed.",Risk-off,"Investors are becoming more defensive. Volatility is rising and risk assets are weakening, but systemic crisis conditions are not yet confirmed.",volatility rising | credit-sensitive assets weakening | market breadth weakening | growth assets weakening | USD strength / tighter conditions,Bond Bullish,Government bonds may benefit from mild flight-to-safety demand while bond market volatility remains contained.,risk-off demand rising,0,stable,Market risk is broadly stable versus the previous snapshot.,11,23.75,WARNING,2,23.75 | 5d change +27.5%,23.75,ELEVATED,1,"VIX 23.75 | MA20 19.96, MA50 17.69",3.0,OK,0,3.00% | 5d change -0.10 pp,81.26000213623047,OK,0,81.26 | 5d change +10.7%,0.56,OK,0,10Y 4.13% - 2Y 3.57% = +0.56 pp,6628894.0,OK,0,$6.63T | ~12w change +1.37%,0.8232449180704213,ELEVATED,1,Fed ~12w +1.37% | M2 ~6m -0.55%,99.2959976196289,ELEVATED,1,"99.30 | MA20 97.87, MA50 98.00, MA200 98.39",79.69000244140625,WARNING,3,"79.69 | MA20 80.67, MA50 80.80, MA200 80.50",0.294699414702285,ELEVATED,1,"RSP/SPY 0.2947 | MA20 0.2956, MA50 0.2896, MA200 0.2886",22387.6796875,ELEVATED,1,"22387.68 | MA20 22794.14, MA50 23189.87, MA200 22087.15"
